"","id","title","description","publishTime","kind_stats","duration_seconds","viewCount","likeCount","commentCount","pull_date"
"646","TacjQmKCiZg","How Much Does Faze Rain&#39;s Giveaway Cost??????","In this video I show you how much money Faze Rain spent on his giveaway. ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow?",2015-05-30 21:27:08,"youtube#video",73,52999,1458,344,"2024-11-06 00:07:02.321174+00:00"
"647","AIytwdufwW8","MY MESSAGE TO COD YOUTUBERS (Watch till end plz)","The beginning of the video is a little off topic but I bring it all back in the finally minutes of the video. ▻ Subscribe?",2015-05-29 20:07:48,"youtube#video",292,56403,1436,251,"2025-04-28 00:03:09.151500+00:00"
"648","KLAI0c0Spog","Best Of FlipArtz - His Best Advanced Supply Drops EVER!","FlipArtz's is a really cool guy, and I saw some comments on his advanced supply drop videos, asking for a compilation of his best ...",2015-05-29 17:06:25,"youtube#video",640,88441,1175,119,"2024-06-02 00:09:21.609238+00:00"
"649","UVin8WtE5eU","Summer Is Finally Here!","This is a video with lots of words... ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow? - http://bit.ly/1ljKsl1 Sponsor ...",2015-05-28 21:46:37,"youtube#video",146,53019,1131,252,"2024-10-01 00:10:12.311967+00:00"
"650","wNuxirsrwBk","Why Are Things Unbalanced In Video Games?????","This is a video I uploaded to my other channel that I also wanted to re upload here! I hope you like it! ▻ Subscribe?",2015-05-28 20:36:06,"youtube#video",210,67874,1108,161,"2024-04-26 00:07:03.359831+00:00"
"651","6bxZpS0cm5o","New Channel?","Wtog - https://www.youtube.com/user/WeTalkOverGames The videos currently on this channel are old and when we start ...",2015-05-23 22:59:21,"youtube#video",291,158456,4143,405,"2025-04-13 00:04:39.670563+00:00"
"652","ajJbMGq9AS4","Youtube &quot;Freinds&quot;","I missed spelled ""Friends"" in the title just to piss you off :0 ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow? - http://bit.ly/1ljKsl1 ...",2015-05-23 01:28:10,"youtube#video",279,86545,1447,206,"2024-09-19 00:03:00.262763+00:00"
"653","UXw9jqgJNNc","Youtube Stat News - Vevo Gets 10 Bil. Views A Month, Channel Milestones, and more!","Skip to 1:20 to ignore my pointless rambling. Like I said in the video, this is just a test and the news videos will improve over time.",2015-05-21 00:31:22,"youtube#video",328,56369,2341,778,"2025-04-28 00:03:09.151500+00:00"
"654","E3CqKvlzl-I","Big Changes??? Idk just watch the stupid video","Not in the mood to make a thumbnail ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow? - http://bit.ly/1ljKsl1 Sponsor ...",2015-05-18 21:29:43,"youtube#video",394,55964,1761,386,"2025-04-05 00:04:52.614363+00:00"
"655","zfDr05ax0gM","How Much Money Does DramaAlert Make????","In this video I talk about how much money dramaAlert makes off of youtube. I personally love dramaAlert and that is why I decided ...",2015-05-15 23:53:16,"youtube#video",92,51126,1726,383,"2024-08-07 00:06:18.503858+00:00"
"656","56OkH6ocYZU","L0114R - Biblical Creeper Post for Post @L0114R","His channel - https://www.youtube.com/user/thefunky31 My vid on his channel - https://www.youtube.com/watch?v=tGmtv6QM1rQ ...",2015-05-15 16:48:54,"youtube#video",88,51497,1116,237,"2024-09-19 00:03:00.262763+00:00"
"657","w40Z8aT5fpQ","Why Do We Do Things That Are Bad For Us?????","This is a video where I talk, and now your watching it. ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow? - http://bit.ly/1ljKsl1 Sponsor ...",2015-05-14 23:52:57,"youtube#video",204,56419,1803,266,"2025-04-28 00:03:09.151500+00:00"
"658","zgDezsMQyyU","How To Monetize Your Videos And Make Lots Of Youtube Money!!$$$","I spent hours looking all this info up, if you see something that is not true in this video please let me know and I will put up an ...",2015-05-10 20:59:50,"youtube#video",623,53372,1535,321,"2024-12-14 00:10:32.723971+00:00"
"659","__SaaKSW9iE","Cut Coms vs Uncut Coms","For all you youtubers out there ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow? - http://bit.ly/1ljKsl1 Sponsor ...",2015-05-09 06:53:13,"youtube#video",159,55567,1493,311,"2025-03-15 00:02:33.960815+00:00"
"660","qWnyJ55KBKo","Minimum Wage","Hey, that beast guy uploaded again 0.o ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow? - http://bit.ly/1ljKsl1 Sponsor ...",2015-05-07 23:27:32,"youtube#video",119,73603,1658,170,"2025-04-28 00:03:09.151500+00:00"
"661","52awie9G00A","My New Channel Trailer ;)","Yeah, umm I have no idea what to write ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow? - http://bit.ly/1ljKsl1 Sponsor ...",2015-05-07 01:27:48,"youtube#video",77,62036,1657,141,"2025-04-09 00:04:24.705721+00:00"
"662","bB99NdUoxEQ","Why I Changed My Channel Name","Subscribe? - http://bit.ly/1sBQXmi ▻ Follow? - http://bit.ly/1ljKsl1 Sponsor - https://www.gofizzer.com USE CODE BEAST FOR A ...",2015-05-03 23:59:54,"youtube#video",196,141720,3639,343,"2025-04-14 00:09:50.838112+00:00"
"663","7GjSaNi8Epg","How Overpriced Is Movie Popcorn?????","Idk why that chick in the new Avengers likes hulk. She could do better. ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow?",2015-05-03 18:39:15,"youtube#video",160,48892,1364,301,"2024-07-12 00:10:42.102144+00:00"
"664","h5uE4ERMiTk","Screw Warface","We have conquered the gameplay on this channel ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow? - http://bit.ly/1ljKsl1 Sponsor ...",2015-05-02 21:41:18,"youtube#video",217,56213,1498,244,"2025-04-15 00:00:59.391066+00:00"
"665","umRLkCrmwcs","My Problems","This is an old game of Black ops 2. I am trying to get xbox live and record some more bo2. Please tell me if you like it better than ...",2015-05-01 02:23:50,"youtube#video",247,72804,2024,235,"2025-04-28 00:03:09.151500+00:00"
"666","rHoLyltYDtQ","Ma Channel","I am currently eating chicken, its a little cold which makes me very sad :( ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow?",2015-04-29 23:50:00,"youtube#video",168,42544,1307,246,"2023-12-30 00:07:46.900726+00:00"
"667","yeHjsYQ076A","Remember When COD Was Fun?","Yup, another very pointless video ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow? - http://bit.ly/1ljKsl1 Sponsor ...",2015-04-26 21:26:36,"youtube#video",216,56406,1690,321,"2025-04-28 00:03:09.151500+00:00"
"668","ywZy_Fo2ydo","Modern Art Is A Joke","Insert cleverly worded description here. ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow? - http://bit.ly/1ljKsl1 Sponsor ...",2015-04-25 15:02:30,"youtube#video",169,36613,1001,161,"2023-08-27 00:12:06.324381+00:00"
"669","qr4v9pdfVlU","Cheat Channels","These are the youtube channels I hate ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow? - http://bit.ly/1ljKsl1 Sponsor ...",2015-04-24 01:53:38,"youtube#video",214,55217,1630,362,"2025-02-25 00:01:23.965206+00:00"
"670","hgiPX33AHas","Time","I guess I should describe the video here. ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow? - http://bit.ly/1ljKsl1 Sponsor ...",2015-04-22 21:33:54,"youtube#video",114,81483,1688,156,"2025-01-04 00:03:39.835883+00:00"
"671","oZ-Mn5p1xMw","2,000 Subscribers","Thanks for subscribing, here is a really dumb video. ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow? - http://bit.ly/1ljKsl1 Sponsor ...",2015-04-18 18:45:34,"youtube#video",145,297434,12145,2813,"2025-04-15 00:00:59.391066+00:00"
"672","5UPa_hu5opg","Youtube","This is a video where I talk over a game, Yay I am super original. ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow?",2015-04-14 22:39:24,"youtube#video",277,86396,2118,227,"2024-09-19 00:03:00.262763+00:00"
"673","zv_oq5UNDAo","How To SAT, Get Into Yale","These test taking skills will give you a score so high that you will be able to get into any college of your choice. ▻ Subscribe?",2015-04-13 11:08:02,"youtube#video",245,46367,1086,180,"2024-05-08 00:10:49.880176+00:00"
"674","NiqkH7qVW0U","100k Subs With No Videos????","I have lost my faith in humanity The channel ...",2015-04-11 16:51:40,"youtube#video",257,478485,9480,2823,"2025-04-28 00:03:09.151500+00:00"
"675","boBokLXe5o8","Is Jacksepticeye A Millionaire?????? 2016","I wish poods would give me a shout out ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow? - http://bit.ly/1ljKsl1 Sponsor ...",2015-04-09 23:07:38,"youtube#video",190,191950,3274,666,"2024-09-19 00:03:00.262763+00:00"
"676","7YOzgk-U4EU","How Rich Is Buzz Feed???","Ever wonder how much money Buzz Feed makes? Here ya go! ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow?",2015-04-07 11:16:50,"youtube#video",205,46653,846,184,"2023-12-11 00:06:37.374405+00:00"
"677","prdSftLj9-g","How To Do A High School or College Paper!","Subscribe? - http://bit.ly/1sBQXmi ▻ Follow? - http://bit.ly/1ljKsl1 I read every comment, and love any type of feedback you leave ...",2015-04-06 11:42:14,"youtube#video",236,93770,1787,187,"2025-04-28 00:03:09.151500+00:00"
"678","pzlPJmNyepA","What is Crohn&#39;s Disease?????","Ummm, Idk what I am supposed to write here xD Enjoy the video. ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow?",2015-04-04 20:31:25,"youtube#video",423,518542,18154,1202,"2025-04-27 00:02:44.651322+00:00"
"679","QNoqAnJOSqU","What Happens If You Get A Copy Right Strike??","Phew ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow? - http://bit.ly/1ljKsl1 I read every comment, and love any type of feedback ...",2015-04-03 19:45:11,"youtube#video",232,169714,4380,539,"2024-09-19 00:03:00.262763+00:00"
"680","kzIA4vKyhRQ","5 Steps To Becoming Successful On Youtube","This is a super in-depth video on how to become famous :) ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow? - http://bit.ly/1ljKsl1 I ...",2015-04-02 23:10:02,"youtube#video",193,173484,7893,682,"2025-04-15 00:00:59.391066+00:00"
"681","DfonKqMENrg","Making Youtube a Priority","Just so the title does not mix you up, I am not putting youtube before - socializing, school, or sports, But I am prioritizing my time ...",2015-04-01 23:58:35,"youtube#video",196,54432,1509,212,"2024-07-13 00:05:53.740664+00:00"
"682","MUQCwdkEbq0","Why I Was Not Uploading","Some might find this video pointless, but I think it will help some people out there who run their own channel. ▻ Subscribe?",2015-03-21 22:11:51,"youtube#video",95,40305,955,167,"2023-10-08 00:13:03.856277+00:00"
"683","0VjLq-go1fg","How Much $$$ Does Every Member of FaZe Make COMBINED????? 2016","These are the views for every member of Faze from last month. Faze clan - 5000000 FaZe Temperrr - 500000 FaZe CBass ...",2015-03-05 02:07:01,"youtube#video",237,106777,1689,335,"2025-04-28 00:03:09.151500+00:00"
"684","uCIpW9zOmgI","Is Pewdiepie The #2 Youtuber?!?!?  :0","Did you know that a girl who reviews random Disney princess actually gets more views than the great and almighty pewds?",2015-03-04 01:53:50,"youtube#video",235,89074,1768,318,"2025-04-28 00:03:09.151500+00:00"
"685","Z0Poefgrs4w","How Much Money Does Smosh Make????? 2016","Ever wonder how much this big youtuber makes? Well here ya go, hope you enjoy! ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow ...",2015-03-03 01:14:27,"youtube#video",167,74118,1346,213,"2025-04-08 00:08:53.637499+00:00"
"686","MLN6TRB9Jxw","Who Are The Worst Youtubers?????","Have you ever wondered who did the worst last month on youtube? Good! Here is the answer :) Stats ...",2015-03-01 12:00:00,"youtube#video",216,258711,4152,400,"2025-04-28 00:03:09.151500+00:00"
"687","vZrL_FFITgs","Subscriber Goals For 2016","I thought this was really cool, make sure to leave a comment if you want to be in next year's video! ▻ Subscribe?",2015-02-28 17:12:07,"youtube#video",248,56885,1512,562,"2025-04-26 00:02:13.435310+00:00"
"688","L7lGD_anC00","How Many People Do Youtube as a JOB?????","I was just randomly thinking one day, and this idea popped into my head. So I decided to do the math and share with you guys ...",2015-02-26 02:07:13,"youtube#video",174,56838,1474,230,"2025-04-17 00:03:00.167840+00:00"
"689","xu1nhAfnMGA","How Much Money Does Syndicate Project Make????? 2016","This has been highly requested and here you go! ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow? - http://bit.ly/1ljKsl1 I read every ...",2015-02-24 20:26:12,"youtube#video",203,85122,1187,243,"2025-04-28 00:03:09.151500+00:00"
"690","D1livXdFGkQ","Are Youtubers Millionaires?","Are your favorite youtubers who get billions of views ""millionaires"" Find out now! ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow?",2015-02-22 19:45:00,"youtube#video",195,187052,3356,401,"2025-04-28 00:03:09.151500+00:00"
"691","bwp_3qLgWpQ","Magecraft - Epic Hit! 11k Troops killed.","This is an app that I love to play in my free time. ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow? - http://bit.ly/1ljKsl1 I read every ...",2015-02-21 15:41:14,"youtube#video",233,51451,1339,317,"2024-09-19 00:03:00.262763+00:00"
"692","tZpnfF0-7Ls","Highest Paid Musicians????","This are the singers who made the most money last year. No surprise to me that they are pulling in so much dough. ▻ Subscribe?",2015-02-17 21:38:06,"youtube#video",288,116558,1892,272,"2024-09-15 00:06:36.648338+00:00"
"693","BwAMltY3-c0","Making Fun Of Youtuber&#39;s Intros.","I got bored and decided to bash on other people lol ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow? - http://bit.ly/1ljKsl1 I read ...",2015-02-16 19:45:42,"youtube#video",114,297792,7266,619,"2023-08-28 00:07:09.494141+00:00"
"694","7HBR3Ea72CY","10 Things You DIDN&#39;T Know About Youtube!","These are all interesting to me and I thought I would share them with you. Most of the Information mentioned in this video was ...",2015-02-08 00:04:06,"youtube#video",181,71311,1621,166,"2025-04-11 00:01:43.706665+00:00"
"695","Ds9H2UnUHL0","Quitting?","I say everything in the video, I really feel motivated to upload again but I dont want to do like I always have and upload 5 videos ...",2015-02-06 22:27:38,"youtube#video",226,131728,4712,638,"2025-02-02 00:06:39.407045+00:00"
"696","iqUFeWAVp-0","How Much Money Does Markiplier Make????? 2016","I talk about how much he makes. ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow? - http://bit.ly/1ljKsl1 I read every comment, and ...",2015-01-04 20:59:46,"youtube#video",154,136835,2214,235,"2025-04-28 00:03:09.151500+00:00"
"697","W2skFWRk6qo","PewDiePie Uploads A Fake Video! LOL","Someone stole a animation and then sent it into Pewds, who actually uploaded it and gave credit to someone who stole an ...",2015-01-01 18:56:04,"youtube#video",155,82699,1595,205,"2025-04-28 00:03:09.151500+00:00"
"698","X_qd-1xSTFA","Pewdiepie Was On T.V.","I wonder if I will ever be on t.v. ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow? - http://bit.ly/1ljKsl1 I read every comment, and love ...",2014-12-07 17:51:08,"youtube#video",149,142738,3350,403,"2024-09-19 00:03:00.262763+00:00"
"699","VWa0ImMY2bQ","Five Facts You Didn&#39;t Know About Youtube.","I pretty much go over it all in the video, let me know what you think down below. ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow?",2014-12-01 22:00:05,"youtube#video",261,97867,2104,231,"2025-04-28 00:03:09.151500+00:00"
"700","fEcASr38n2E","Milestones And Plans For My Channel","Just talking about what I plan on doing in the coming months. ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow? - http://bit.ly/1ljKsl1 ...",2014-11-30 18:21:44,"youtube#video",180,72303,1741,272,"2025-04-17 00:03:00.167840+00:00"
"701","udmf5MQLNGA","How Much Money Did Gangnam Style Earn??? 2016","Yup, he earned over a million dollars off of a single youtube video. ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow?",2014-11-26 22:53:11,"youtube#video",144,86616,1717,231,"2024-05-13 00:07:15.429831+00:00"
"702","0dg2eR2NSQ0","Best League Player In The Universe.","Let me know what you think. I personally think this is a good video. ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow?",2014-11-23 17:37:28,"youtube#video",180,319025,17007,964,"2024-09-19 00:03:00.262763+00:00"
"703","6BNOWeYFyP8","MageCraft - Beginners tutorial. (The app)","This app was just released two weeks ago, and I thought I would help out some of the newer guys with a quick tutorial.",2014-11-17 02:25:46,"youtube#video",527,55976,1311,192,"2025-04-08 00:08:53.637499+00:00"
"704","LDegY-H60_U","How much money does VanossGaming Make? 2016","Hey guys I realize I have not been uploading much but maybe I can start back up again! ▻ Subscribe? - http://bit.ly/1sBQXmi ...",2014-11-02 16:06:08,"youtube#video",200,234292,3651,251,"2023-11-21 00:13:51.362600+00:00"
"705","Rio7r_vLUEo","20 Best Websites?????","In this video I talk about the top websites on all of the internet. Let me know what you think down below!. ▻ Subscribe?",2014-08-29 22:45:20,"youtube#video",404,177589,3399,443,"2025-04-13 00:04:39.670563+00:00"
"706","8E5Ygl02wtM","How Much Money Does &quot;Chris Smooth&quot; Make?????","The title says it all, I hope you enjoy! ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow? - http://bit.ly/1ljKsl1 I read every comment, ...",2014-08-21 22:46:35,"youtube#video",242,70804,1288,178,"2025-04-28 00:03:09.151500+00:00"
"707","moMJjt5KECc","Money Problems","This is a little different of a video and I just want to know what you think!",2014-08-20 17:40:18,"youtube#video",242,246253,4686,409,"2024-07-25 00:03:57.376419+00:00"
"708","bA20RJcegOI","1500","I am trying to get back into youtube and just want to know if you guys would watch minecraft. I don't want to upload it if its only ...",2014-08-08 18:58:18,"youtube#video",143,304038,8879,1567,"2025-04-28 00:03:09.151500+00:00"
"709","VzsE09KjpKA","How Much Does WhiteBoy7thSt Make????? 2016","The title says it all, I talk about how much whiteboy makes off of youtube. I hope you enjoy and let me know what you think!",2014-07-11 21:52:50,"youtube#video",207,304000,2820,217,"2025-04-28 00:03:09.151500+00:00"
"710","HduubRTdko4","How Much Does &quot;Epic Rap Battles&quot; Make?????","I really enjoy ERB, so I decided to make a video about them. If you enjoy be sure to let me know what you think down below!",2014-07-10 23:05:51,"youtube#video",200,56405,1533,227,"2025-04-28 00:03:09.151500+00:00"
"711","qFOGv5zuTdw","How Much Money Does FaZe Make?????","In this video I talk about FaZe and how much money they make. Hopefully you enjoy and let me know what you thing down below.",2014-07-09 21:15:15,"youtube#video",198,51530,1488,286,"2024-09-19 00:03:00.262763+00:00"
"712","u6t4jrhs56Q","Top Youtube &quot;ShoutOuts&quot;","This video is a little different but I think it is still very entertaining. Let me know what you think in the comments! ▻ Subscribe?",2014-07-09 00:07:05,"youtube#video",365,36633,1355,290,"2023-08-27 00:12:06.324381+00:00"
"713","460GXJiGCEs","Youtube Dream","This video is a little random and covers a range of topics but none the less I hope you enjoy! ▻ Subscribe? - http://bit.ly/1sBQXmi ...",2014-07-08 00:17:34,"youtube#video",271,75470,2260,590,"2025-03-14 00:07:51.273742+00:00"
"714","ZiuoOcj2eLY","In Dis Video I Play Minecraft. (Factions)","I show you guys around my base and just let you see all the things I have built on woodycraft. I hope you enjoy and let me know ...",2014-07-05 15:57:13,"youtube#video",529,59327,1713,199,"2025-04-28 00:03:09.151500+00:00"
"715","LYK6SPMtJ_Y","Youtube Grind","In this video I talk about how youtube can sometimes become a grind and I also explain why i have not been uplaoding.",2014-06-28 21:06:46,"youtube#video",200,109839,2770,214,"2025-02-03 00:01:40.008642+00:00"
"716","2ljWxaMvE_0","Hacker in Ghost???? I Couldn&#39;t Kill Him.","I decided to give ghost one last chance and it did not even take more than a minute to realize why I quit playing it :) ▻ Subscribe?",2014-06-22 00:27:19,"youtube#video",36,54685,1632,381,"2025-02-01 00:06:17.918961+00:00"
"717","rSuuQ_s8gOw","How Much Money Does Tmartn Make?????","In this video I talk about how much tmartn makes off of youtube. Hope you enjoy and check out my other ones if you did.",2014-06-21 18:43:51,"youtube#video",157,51442,1567,351,"2024-09-19 00:03:00.262763+00:00"
"718","vKKhX-Uyggw","How Much Money Does FaZe Rain Make?????","This is something I get asked alot so here you go I talk about how much he makes. I used real numbers and tried to be accurate.",2014-06-18 14:00:09,"youtube#video",215,64908,1297,164,"2024-09-19 00:03:00.262763+00:00"
"719","U_07AG_CR5A","Crazy Nub Tub Reactions! Bo2 Fun!","These montages are a ton of fun to make, I hope you enjoy and be sure to like if you did! ▻ Subscribe? - http://bit.ly/1sBQXmi ...",2014-06-13 22:44:22,"youtube#video",220,53370,1597,360,"2024-12-14 00:10:32.723971+00:00"
"720","Xe0AGtF5aNU","Fun In COD. - Insane Reactions Lol","This is my playing COD with my friends and just derping and goofing. I hope you enjoy and let me know what you think!",2014-06-10 19:01:43,"youtube#video",229,40820,1294,343,"2023-11-21 00:13:51.362600+00:00"
"721","NCv0drAPm_M","Minecraft Build-off Fun!!!!!","We have a build off competition in minecraft. Leave a comment on who you thought won each build! ▻ Subscribe?",2014-06-09 12:00:07,"youtube#video",213,74422,2012,211,"2025-04-28 00:03:09.151500+00:00"
"722","HuLAAXZXIy0","This Kid Should Quit COD....","The video says it all. ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow? - http://bit.ly/1ljKsl1 I read every comment, and love any type ...",2014-06-02 21:37:07,"youtube#video",77,80677,1654,207,"2025-04-28 00:03:09.151500+00:00"
"723","pV7UcYW1OwA","Computer vs Console My Perspective.","I talk about pc's and consoles in this video. I used to be a full all out console person but now with my new pc things have changed.",2014-06-02 18:08:34,"youtube#video",205,98500,2210,340,"2024-09-27 00:06:44.531781+00:00"
"724","x4IXCimma-s","5 Youtubers I Think Will Be Famous...","I this video I talk about 5 channels that I think will get a ton of subs over the next year and more than likely make it big.",2014-05-31 21:06:55,"youtube#video",264,229797,5714,880,"2025-04-13 00:04:39.670563+00:00"
"725","anZbhN0Wh_4","How Much Does PewDiePie Make????? 2016","Yes I have made 2 videos like this in the past but this is the last one I will make. Pewdiepie is the number one youtuber and alot of ...",2014-05-24 19:33:12,"youtube#video",206,406007,5808,426,"2025-04-28 00:03:09.151500+00:00"
"726","BqS4iVHa-LU","How Much Money Does Penguinz0 Make????? 2016","In this video I talk about how much Penguinz0 makes off of youtube. He is almost at 1 Million subs and if you have not heard of ...",2014-05-16 23:53:55,"youtube#video",175,90688,3032,384,"2024-09-16 00:02:49.809631+00:00"
"727","zX04jQFKCpo","How Much Money Does CaptainSparkles Make????? 2016","In this video I talk about how much the minecraft god captian sparkles makes off of youtube. Its pretty crazy and I hope you enjoy.",2014-05-15 20:36:54,"youtube#video",183,630923,6431,566,"2024-09-12 00:09:09.796765+00:00"
"728","G7Y9ban7b0U","How Much Money Does Tobuscus Make?????","I decided after reading all the comment's and messages that I would bring this back. So to kick it off I talk about Tobuscus and how ...",2014-05-14 23:06:58,"youtube#video",142,63883,1338,230,"2024-09-19 00:03:00.262763+00:00"
"729","EMVvA5Cr0fY","COD IS NOT DEAD","This is a parody me and my friend chris wrote of ""Best Day of My Life."" It turned out really well and I hope you guys enjoy this video ...",2014-05-08 02:19:42,"youtube#video",202,76842,2249,304,"2025-04-28 00:03:09.151500+00:00"
"730","CuzdxsOXEZ8","Hearthstone - All Beards Challenge!","In this video I play a couple duels only using cards with Beards. Hope you enjoy! = Enjoy the video? Click here!",2014-04-24 01:56:43,"youtube#video",1433,77419,1681,254,"2025-04-28 00:03:09.151500+00:00"
"731","67Wj-0OyKOM","Youtube ad.","So youtube has this program called ""Fan Finder"". Which allows a person with over 1000 subs to run a youtube ad campaign for no ...",2014-04-20 20:26:16,"youtube#video",38,518187,9986,423,"2025-04-28 00:03:09.151500+00:00"
"732","LWstCINhd8g","Impossible","Today I play the impossible game. Much rage and much frustration is involved. = Enjoy the video? Click here!",2014-04-20 01:45:45,"youtube#video",233,79408,2526,340,"2024-12-14 00:10:32.723971+00:00"
"733","dg6iqLCPizs","Motivation","I pretty much say it all in the video. Hope it helps. = Enjoy the video? Click here!",2014-04-17 01:22:40,"youtube#video",174,91468,3165,276,"2025-04-28 00:03:09.151500+00:00"
"734","cRPldarzw-M","1k Subs","Hey thanks for subscribing to me. I will upload daily soon. The first part of April is always busy for me because I am playing for two ...",2014-04-13 23:53:33,"youtube#video",195,17462820,1277028,89328,"2025-03-25 00:03:04.770144+00:00"
"735","-rdYtmUejSE","Yup I is the best at the game.","Hope you enjoy this funny montage. leave a like if you did. I thought it turned out pretty good. = Enjoy the video? Click here!",2014-04-05 13:00:05,"youtube#video",417,273419,5174,530,"2025-02-02 00:06:39.407045+00:00"
"736","tusuuI7MEJU","Should I join FaZe?????","Sorry for how short it is** I will be doing funny montages like this for a little while. Hope you like it! = Enjoy the video? Click here!",2014-04-04 19:44:52,"youtube#video",210,842071,17245,1707,"2025-01-16 00:04:38.639125+00:00"
"737","XDe5f8BEvwY","Youtube Networks Requirerments. (Machinima, TGN, 8byte....)","In this video I talk about what it takes to join these networks. It was not easy finding the requirements. = Enjoy the video?",2014-04-01 16:37:55,"youtube#video",286,89393,1365,188,"2025-04-28 00:03:09.151500+00:00"
"738","BtCGABBPH9s","Two Years of Youtube.","In dis video I talk about a couple of things I have learned and they may seem like common sense but some many people don't do ...",2014-03-31 16:31:32,"youtube#video",271,445010,9652,1010,"2025-04-28 00:03:09.151500+00:00"
"739","KJ_C_NSl0P8","How Much Money Does &quot;Element Animation&quot; Make?????","In dis video I talk about how much money they make.... Enjoy! = Enjoy the video? Click here!",2014-03-30 23:40:18,"youtube#video",209,182941,3437,349,"2025-04-28 00:03:09.151500+00:00"
"740","LI8nWXeYtOs","How Much Money Does &quot;Skydoesminecraft&quot; Make????","In this video I talk about how much money sky makes from his ""army."" I hope you enjoy and let me know what you think! = Enjoy ...",2014-03-30 01:52:06,"youtube#video",167,69258,1484,373,"2024-09-19 00:03:00.262763+00:00"
"741","LMe7k8I082w","Should College Athletes Be Paid?????","In this video I voice my opinion on whether or not college athletes should be paid. Let me know what you think! = Enjoy the video?",2014-03-29 00:18:35,"youtube#video",276,63949,1533,283,"2023-11-30 00:08:27.833427+00:00"
"742","h77pHTSPSiw","&quot;Beast&quot; Channel Trailer","Dis is me channel Trailer. Want to sub? Click it! http://www.youtube.com/subscription_center?add_user=mrbeast6000.",2014-03-28 21:01:57,"youtube#video",121,58778,1592,228,"2024-05-16 00:07:10.924079+00:00"
"743","JUiijjJOInw","What It Takes To Be A Full Time Youtuber...","In this video I talk about what it takes to do youtube as a job. I think its a very interesting topic and hope you like the video. = Enjoy ...",2014-03-27 19:00:05,"youtube#video",281,59489,1869,458,"2025-04-28 00:03:09.151500+00:00"
"744","gpbY6zCEBv4","How Video Games Boosted My SAT Score. Lol","Yup kids play minecraft a lot because it will help you get into a better college and make a million more dollars in your life. = Enjoy ...",2014-03-26 23:59:45,"youtube#video",177,57029,1582,227,"2024-09-19 00:03:00.262763+00:00"
"745","Kgu2ApayYvI","How Much Money Do I Make?????","Thought I would mix it up and instead of talking about a different youtuber, I talk about my self :) = Enjoy the video? Click here!",2014-03-16 01:24:25,"youtube#video",250,153777,4859,664,"2025-04-28 00:03:09.151500+00:00"
"746","S9PIukDRcvk","Update","I pretty much say everything in the video. = Enjoy the video? Click here!",2014-03-13 00:19:29,"youtube#video",261,67230,1873,339,"2025-02-02 00:06:39.407045+00:00"
"747","lrw3zkGS9Vc","Subscribers.","In the video I pretty much explain everything. subscirebrs in a year?",2014-03-08 03:52:13,"youtube#video",180,88107,2689,1084,"2023-12-12 00:14:29.153552+00:00"
"748","IQYW_lVBYGo","How Much Money Does KyR&#39;s Speedy&#39;s Crew Make?????","In this video I talk about how much kyr speedy and all his friends make hope you enjoy! = Enjoy the video? Click here!",2014-03-02 18:14:47,"youtube#video",174,99671,2008,310,"2025-04-28 00:03:09.151500+00:00"
